priority,score,business_name,industry,location,phone,address,rating,reviews,photos,website,reasons
HIGH,95,Joe's Coffee Coffee House,coffee shop,"Sandpoint, ID",(555) 657-4020,"8271 Main St, Sandpoint, ID",4.4,19,3,,Only 3 photos (needs 20+); Only 19 reviews (low social proof)
HIGH,90,Brew Haven Coffee House,coffee shop,"Sandpoint, ID",(555) 237-2010,"5705 Main St, Sandpoint, ID",4.5,39,5,,Only 5 photos (needs 20+); No website listed
HIGH,85,Espresso Express Bar,coffee shop,"Sandpoint, ID",(555) 932-9802,"6477 Main St, Sandpoint, ID",3.7,22,2,,Only 2 photos (needs 20+); Only 22 reviews (low social proof)
HIGH,85,Bean There Roasters,coffee shop,"Sandpoint, ID",(555) 858-6761,"969 Main St, Sandpoint, ID",3.8,9,3,,Only 3 photos (needs 20+); Only 9 reviews (low social proof)
HIGH,80,Bean There Coffee House,coffee shop,"Sandpoint, ID",(555) 902-2925,"783 Main St, Sandpoint, ID",4.1,28,3,https://www.beantherecoffeehouse.com,Only 3 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,80,Morning Grind Roasters,coffee shop,"Sandpoint, ID",(555) 415-3439,"7071 Main St, Sandpoint, ID",4.4,29,7,https://www.morninggrindroasters.com,Only 7 photos (needs 20+); Only 29 reviews (low social proof)
HIGH,80,Joe's Coffee Roasters,coffee shop,"Sandpoint, ID",(555) 619-7282,"9757 Main St, Sandpoint, ID",4.0,13,8,https://www.joe'scoffeeroasters.com,Only 8 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,75,Bean There Shop,coffee shop,"Sandpoint, ID",(555) 381-8227,"4221 Main St, Sandpoint, ID",4.7,34,2,,Only 2 photos (needs 20+); No website listed
HIGH,75,Espresso Express Shop,coffee shop,"Sandpoint, ID",(555) 489-4028,"9401 Main St, Sandpoint, ID",4.4,45,3,https://www.espressoexpressshop.com,Only 3 photos (needs 20+); Missing business hours
HIGH,75,Bean There Shop,coffee shop,"Sandpoint, ID",(555) 566-5671,"9918 Main St, Sandpoint, ID",4.5,38,2,,Only 2 photos (needs 20+); No website listed
HIGH,70,Joe's Coffee Shop,coffee shop,"Sandpoint, ID",(555) 530-7072,"9786 Main St, Sandpoint, ID",3.8,8,5,https://www.joe'scoffeeshop.com,Only 5 photos (needs 20+); Only 8 reviews (low social proof)
HIGH,70,Brew Haven Coffee House,coffee shop,"Sandpoint, ID",(555) 435-2461,"586 Main St, Sandpoint, ID",3.7,15,7,https://www.brewhavencoffeehouse.com,Only 7 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,65,Morning Grind Coffee House,coffee shop,"Sandpoint, ID",(555) 762-2923,"5722 Main St, Sandpoint, ID",3.9,30,4,,Only 4 photos (needs 20+); No website listed
HIGH,65,Joe's Coffee Roasters,coffee shop,"Sandpoint, ID",(555) 380-4646,"9182 Main St, Sandpoint, ID",3.8,36,4,,Only 4 photos (needs 20+); No website listed
HIGH,65,Espresso Express Bar,coffee shop,"Sandpoint, ID",(555) 302-2853,"1119 Main St, Sandpoint, ID",3.6,40,8,,Only 8 photos (needs 20+); No website listed
HIGH,110,Style Studio Spa,salon,"Sandpoint, ID",(555) 717-2298,"6545 Main St, Sandpoint, ID",4.3,20,5,,Only 5 photos (needs 20+); Only 20 reviews (low social proof)
HIGH,110,Perfect Look Spa,salon,"Sandpoint, ID",(555) 896-8108,"6088 Main St, Sandpoint, ID",4.3,11,8,,Only 8 photos (needs 20+); Only 11 reviews (low social proof)
HIGH,95,The Cut Studio,salon,"Sandpoint, ID",(555) 231-5791,"4373 Main St, Sandpoint, ID",4.7,21,5,,Only 5 photos (needs 20+); Only 21 reviews (low social proof)
HIGH,85,Style Studio Studio,salon,"Sandpoint, ID",(555) 438-4610,"4631 Main St, Sandpoint, ID",3.6,18,8,,Only 8 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,85,Style Studio Barber Shop,salon,"Sandpoint, ID",(555) 922-4940,"7385 Main St, Sandpoint, ID",3.9,5,2,,Only 2 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,80,The Cut Salon,salon,"Sandpoint, ID",(555) 991-9022,"8406 Main St, Sandpoint, ID",4.4,9,3,https://www.thecutsalon.com,Only 3 photos (needs 20+); Only 9 reviews (low social proof)
HIGH,80,Perfect Look Salon,salon,"Sandpoint, ID",(555) 493-5251,"9235 Main St, Sandpoint, ID",4.6,10,3,https://www.perfectlooksalon.com,Only 3 photos (needs 20+); Only 10 reviews (low social proof)
HIGH,75,Perfect Look Barber Shop,salon,"Sandpoint, ID",(555) 201-4000,"2232 Main St, Sandpoint, ID",4.4,34,3,,Only 3 photos (needs 20+); No website listed
HIGH,75,Bella's Hair Salon,salon,"Sandpoint, ID",(555) 806-1331,"5519 Main St, Sandpoint, ID",4.5,39,5,,Only 5 photos (needs 20+); No website listed
HIGH,75,Bella's Hair Spa,salon,"Sandpoint, ID",(555) 474-1449,"9188 Main St, Sandpoint, ID",4.4,39,5,,Only 5 photos (needs 20+); No website listed
HIGH,75,Perfect Look Spa,salon,"Sandpoint, ID",(555) 378-5914,"3677 Main St, Sandpoint, ID",4.6,34,5,,Only 5 photos (needs 20+); No website listed
HIGH,65,Perfect Look Salon,salon,"Sandpoint, ID",(555) 610-9280,"7399 Main St, Sandpoint, ID",3.8,34,4,,Only 4 photos (needs 20+); No website listed
HIGH,60,Glamour Studio,salon,"Sandpoint, ID",(555) 517-4798,"8119 Main St, Sandpoint, ID",4.6,30,7,https://www.glamourstudio.com,Only 7 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Bella's Hair Studio,salon,"Sandpoint, ID",(555) 782-5443,"2224 Main St, Sandpoint, ID",3.7,40,5,https://www.bella'shairstudio.com,Only 5 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Bella's Hair Studio,salon,"Sandpoint, ID",(555) 219-1845,"3041 Main St, Sandpoint, ID",3.9,35,4,https://www.bella'shairstudio.com,Only 4 photos (needs 20+); Established business (has reviews)
HIGH,100,Peak Performance Training Center,gym,"Sandpoint, ID",(555) 313-8408,"1071 Main St, Sandpoint, ID",3.9,7,6,,Only 6 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,100,CrossFit Fitness,gym,"Sandpoint, ID",(555) 175-1967,"8021 Main St, Sandpoint, ID",3.5,28,3,,Only 3 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,95,Power Training Center,gym,"Sandpoint, ID",(555) 665-4552,"7254 Main St, Sandpoint, ID",4.7,15,6,,Only 6 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,95,Iron Works Box,gym,"Sandpoint, ID",(555) 136-6612,"8725 Main St, Sandpoint, ID",4.4,13,5,,Only 5 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,95,Peak Performance Fitness,gym,"Sandpoint, ID",(555) 205-5593,"1112 Main St, Sandpoint, ID",4.5,14,7,,Only 7 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,95,Peak Performance Box,gym,"Sandpoint, ID",(555) 499-5014,"1730 Main St, Sandpoint, ID",4.3,5,7,,Only 7 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,80,Peak Performance Box,gym,"Sandpoint, ID",(555) 912-2352,"4935 Main St, Sandpoint, ID",4.8,7,3,https://www.peakperformancebox.com,Only 3 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,80,Iron Works Training Center,gym,"Sandpoint, ID",(555) 200-8482,"3437 Main St, Sandpoint, ID",4.0,6,8,https://www.ironworkstrainingcenter.com,Only 8 photos (needs 20+); Only 6 reviews (low social proof)
HIGH,80,CrossFit Studio,gym,"Sandpoint, ID",(555) 298-2161,"3598 Main St, Sandpoint, ID",4.0,5,5,https://www.crossfitstudio.com,Only 5 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,75,Power Training Center,gym,"Sandpoint, ID",(555) 832-2646,"3574 Main St, Sandpoint, ID",4.6,31,5,,Only 5 photos (needs 20+); No website listed
HIGH,70,Peak Performance Studio,gym,"Sandpoint, ID",(555) 585-6817,"3078 Main St, Sandpoint, ID",3.7,19,7,https://www.peakperformancestudio.com,Only 7 photos (needs 20+); Only 19 reviews (low social proof)
HIGH,60,Fit Zone Training Center,gym,"Sandpoint, ID",(555) 495-9787,"2875 Main St, Sandpoint, ID",4.0,37,3,https://www.fitzonetrainingcenter.com,Only 3 photos (needs 20+); Established business (has reviews)
HIGH,60,Peak Performance Box,gym,"Sandpoint, ID",(555) 281-8148,"6554 Main St, Sandpoint, ID",4.5,31,2,https://www.peakperformancebox.com,Only 2 photos (needs 20+); Established business (has reviews)
HIGH,60,Fit Zone Studio,gym,"Sandpoint, ID",(555) 514-1951,"2583 Main St, Sandpoint, ID",4.3,42,5,https://www.fitzonestudio.com,Only 5 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Iron Works Gym,gym,"Sandpoint, ID",(555) 411-7998,"1031 Main St, Sandpoint, ID",3.5,45,7,https://www.ironworksgym.com,Only 7 photos (needs 20+); Established business (has reviews)
HIGH,110,Quality Store,restaurant,"Sandpoint, ID",(555) 130-5236,"2516 Main St, Sandpoint, ID",4.3,7,3,,Only 3 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,95,Local Services,restaurant,"Sandpoint, ID",(555) 705-4089,"8179 Main St, Sandpoint, ID",4.1,10,3,,Only 3 photos (needs 20+); Only 10 reviews (low social proof)
HIGH,95,Best Store,restaurant,"Sandpoint, ID",(555) 316-8238,"2138 Main St, Sandpoint, ID",4.6,6,4,,Only 4 photos (needs 20+); Only 6 reviews (low social proof)
HIGH,95,City Shop,restaurant,"Sandpoint, ID",(555) 727-6503,"6661 Main St, Sandpoint, ID",4.6,12,7,,Only 7 photos (needs 20+); Only 12 reviews (low social proof)
HIGH,95,Best Services,restaurant,"Sandpoint, ID",(555) 834-9831,"1555 Main St, Sandpoint, ID",4.8,15,5,,Only 5 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,85,Premier Shop,restaurant,"Sandpoint, ID",(555) 823-1985,"3521 Main St, Sandpoint, ID",3.9,18,2,,Only 2 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,80,City Business,restaurant,"Sandpoint, ID",(555) 561-6706,"3627 Main St, Sandpoint, ID",4.2,25,3,https://www.citybusiness.com,Only 3 photos (needs 20+); Only 25 reviews (low social proof)
HIGH,80,Quality Store,restaurant,"Sandpoint, ID",(555) 275-9895,"2265 Main St, Sandpoint, ID",3.6,45,3,,Only 3 photos (needs 20+); No website listed
HIGH,80,City Store,restaurant,"Sandpoint, ID",(555) 899-4945,"3788 Main St, Sandpoint, ID",3.7,37,7,,Only 7 photos (needs 20+); No website listed
HIGH,75,Best Services,restaurant,"Sandpoint, ID",(555) 952-8565,"8704 Main St, Sandpoint, ID",4.2,30,6,,Only 6 photos (needs 20+); No website listed
HIGH,75,Best Company,restaurant,"Sandpoint, ID",(555) 415-2125,"6148 Main St, Sandpoint, ID",4.2,33,7,,Only 7 photos (needs 20+); No website listed
HIGH,75,Premier Company,restaurant,"Sandpoint, ID",(555) 932-7196,"635 Main St, Sandpoint, ID",4.6,40,4,,Only 4 photos (needs 20+); No website listed
HIGH,75,City Services,restaurant,"Sandpoint, ID",(555) 596-7048,"7285 Main St, Sandpoint, ID",4.0,44,4,,Only 4 photos (needs 20+); No website listed
HIGH,60,City Services,restaurant,"Sandpoint, ID",(555) 711-9331,"9082 Main St, Sandpoint, ID",4.4,34,2,https://www.cityservices.com,Only 2 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Premier Company,restaurant,"Sandpoint, ID",(555) 206-4381,"7950 Main St, Sandpoint, ID",3.6,40,5,https://www.premiercompany.com,Only 5 photos (needs 20+); Established business (has reviews)
HIGH,110,Brew Haven Coffee House,coffee shop,"Coeur d'Alene, ID",(555) 534-5103,"9631 Main St, Coeur d'Alene, ID",4.7,27,4,,Only 4 photos (needs 20+); Only 27 reviews (low social proof)
HIGH,100,Morning Grind Coffee House,coffee shop,"Coeur d'Alene, ID",(555) 450-8689,"3996 Main St, Coeur d'Alene, ID",3.8,7,8,,Only 8 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,95,Morning Grind Bar,coffee shop,"Coeur d'Alene, ID",(555) 706-2315,"4998 Main St, Coeur d'Alene, ID",4.6,8,5,,Only 5 photos (needs 20+); Only 8 reviews (low social proof)
HIGH,95,Bean There Bar,coffee shop,"Coeur d'Alene, ID",(555) 547-3554,"9354 Main St, Coeur d'Alene, ID",4.8,28,7,,Only 7 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,95,Brew Haven Roasters,coffee shop,"Coeur d'Alene, ID",(555) 162-5019,"4391 Main St, Coeur d'Alene, ID",4.0,23,6,,Only 6 photos (needs 20+); Only 23 reviews (low social proof)
HIGH,95,Brew Haven Bar,coffee shop,"Coeur d'Alene, ID",(555) 984-8431,"4787 Main St, Coeur d'Alene, ID",4.3,6,2,,Only 2 photos (needs 20+); Only 6 reviews (low social proof)
HIGH,95,Espresso Express Cafe,coffee shop,"Coeur d'Alene, ID",(555) 457-1715,"4185 Main St, Coeur d'Alene, ID",4.2,16,6,,Only 6 photos (needs 20+); Only 16 reviews (low social proof)
HIGH,95,Joe's Coffee Roasters,coffee shop,"Coeur d'Alene, ID",(555) 831-3619,"4310 Main St, Coeur d'Alene, ID",4.5,17,3,,Only 3 photos (needs 20+); Only 17 reviews (low social proof)
HIGH,85,Joe's Coffee Bar,coffee shop,"Coeur d'Alene, ID",(555) 532-2779,"5581 Main St, Coeur d'Alene, ID",3.5,19,8,,Only 8 photos (needs 20+); Only 19 reviews (low social proof)
HIGH,85,Brew Haven Bar,coffee shop,"Coeur d'Alene, ID",(555) 629-2183,"8722 Main St, Coeur d'Alene, ID",3.5,25,2,,Only 2 photos (needs 20+); Only 25 reviews (low social proof)
HIGH,85,Espresso Express Roasters,coffee shop,"Coeur d'Alene, ID",(555) 284-2397,"7924 Main St, Coeur d'Alene, ID",3.9,29,4,,Only 4 photos (needs 20+); Only 29 reviews (low social proof)
HIGH,85,Joe's Coffee Bar,coffee shop,"Coeur d'Alene, ID",(555) 579-5114,"9189 Main St, Coeur d'Alene, ID",3.6,12,6,,Only 6 photos (needs 20+); Only 12 reviews (low social proof)
HIGH,80,Espresso Express Shop,coffee shop,"Coeur d'Alene, ID",(555) 120-9017,"7074 Main St, Coeur d'Alene, ID",4.7,15,4,https://www.espressoexpressshop.com,Only 4 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,75,Brew Haven Cafe,coffee shop,"Coeur d'Alene, ID",(555) 126-9515,"9770 Main St, Coeur d'Alene, ID",4.2,38,3,,Only 3 photos (needs 20+); No website listed
HIGH,60,Joe's Coffee Roasters,coffee shop,"Coeur d'Alene, ID",(555) 555-2679,"5761 Main St, Coeur d'Alene, ID",4.3,37,5,https://www.joe'scoffeeroasters.com,Only 5 photos (needs 20+); Established business (has reviews)
HIGH,100,Perfect Look Lounge,salon,"Coeur d'Alene, ID",(555) 403-4593,"9748 Main St, Coeur d'Alene, ID",3.6,18,5,,Only 5 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,95,Style Studio Spa,salon,"Coeur d'Alene, ID",(555) 328-1955,"5415 Main St, Coeur d'Alene, ID",4.7,13,2,,Only 2 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,95,The Cut Studio,salon,"Coeur d'Alene, ID",(555) 652-7753,"4444 Main St, Coeur d'Alene, ID",4.1,24,8,,Only 8 photos (needs 20+); Only 24 reviews (low social proof)
HIGH,90,Glamour Studio,salon,"Coeur d'Alene, ID",(555) 717-8457,"5192 Main St, Coeur d'Alene, ID",4.2,45,5,,Only 5 photos (needs 20+); No website listed
HIGH,85,The Cut Spa,salon,"Coeur d'Alene, ID",(555) 550-3812,"2143 Main St, Coeur d'Alene, ID",3.9,24,2,,Only 2 photos (needs 20+); Only 24 reviews (low social proof)
HIGH,85,Perfect Look Salon,salon,"Coeur d'Alene, ID",(555) 500-1699,"454 Main St, Coeur d'Alene, ID",3.8,28,8,,Only 8 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,85,The Cut Barber Shop,salon,"Coeur d'Alene, ID",(555) 893-7087,"5838 Main St, Coeur d'Alene, ID",3.6,14,5,,Only 5 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,80,Glamour Salon,salon,"Coeur d'Alene, ID",(555) 315-3428,"487 Main St, Coeur d'Alene, ID",4.7,29,4,https://www.glamoursalon.com,Only 4 photos (needs 20+); Only 29 reviews (low social proof)
HIGH,80,Glamour Salon,salon,"Coeur d'Alene, ID",(555) 196-6162,"5433 Main St, Coeur d'Alene, ID",4.0,24,6,https://www.glamoursalon.com,Only 6 photos (needs 20+); Only 24 reviews (low social proof)
HIGH,80,Style Studio Barber Shop,salon,"Coeur d'Alene, ID",(555) 494-5836,"1550 Main St, Coeur d'Alene, ID",4.1,17,5,https://www.stylestudiobarbershop.com,Only 5 photos (needs 20+); Only 17 reviews (low social proof)
HIGH,75,The Cut Lounge,salon,"Coeur d'Alene, ID",(555) 687-6361,"5661 Main St, Coeur d'Alene, ID",4.3,39,3,,Only 3 photos (needs 20+); No website listed
HIGH,70,Bella's Hair Studio,salon,"Coeur d'Alene, ID",(555) 336-5887,"3922 Main St, Coeur d'Alene, ID",3.7,28,8,https://www.bella'shairstudio.com,Only 8 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,65,Perfect Look Barber Shop,salon,"Coeur d'Alene, ID",(555) 933-9619,"2572 Main St, Coeur d'Alene, ID",3.6,30,2,,Only 2 photos (needs 20+); No website listed
HIGH,65,Bella's Hair Studio,salon,"Coeur d'Alene, ID",(555) 993-4501,"1878 Main St, Coeur d'Alene, ID",3.7,42,4,,Only 4 photos (needs 20+); No website listed
